BHK,Rent,Size,Bathroom,Cluster,City,Area Type
2.0,12500.0,1000.0,2.0,1,Chennai,Super Area
1.0,6500.0,595.0,1.0,1,Chennai,Super Area
2.0,10000.0,685.0,2.0,1,Chennai,Super Area
2.0,12500.0,1075.0,2.0,1,Chennai,Super Area
3.0,22000.0,1100.0,3.0000000000000004,2,Chennai,Carpet Area
2.0,16999.999999999996,950.0,2.0,2,Chennai,Carpet Area
3.0,20000.0,1500.0,3.0000000000000004,1,Chennai,Super Area
3.0,22000.0,1100.0,2.0,1,Chennai,Super Area
2.0,11500.0,1100.0,2.0,2,Chennai,Carpet Area
3.0,23000.0,1000.0,3.0000000000000004,2,Chennai,Carpet Area
2.0,19000.0,800.0,2.0,1,Chennai,Super Area
3.0,45000.0,1500.0,2.0,1,Chennai,Super Area
3.0,16999.999999999996,1250.0,2.0,1,Chennai,Super Area
2.0,9500.0,650.0,2.0,2,Chennai,Carpet Area
3.0,45000.0,1650.0,3.0000000000000004,1,Chennai,Super Area
4.0,60000.0,2175.0,3.4999999999999996,1,Chennai,Super Area
2.0,12000.0,950.0,2.0,1,Chennai,Super Area
3.0,40000.0,1700.0,3.0000000000000004,1,Chennai,Super Area
3.0,16000.0,1300.0,2.0,1,Chennai,Super Area
2.0,9000.0,805.0,2.0,1,Chennai,Super Area
2.0,35000.0,1109.0,2.0,1,Chennai,Super Area
1.0,4000.0000000000005,300.0,1.0,1,Chennai,Super Area
2.0,11000.0,700.0,1.0,1,Chennai,Super Area
2.0,9500.0,950.0,2.0,1,Chennai,Super Area
3.0,25000.0,1290.0,3.0000000000000004,1,Chennai,Super Area
2.0,10000.0,950.0,2.0,1,Chennai,Super Area
1.0,12000.0,400.0,1.0,1,Chennai,Super Area
2.0,19397.0,2000.0,2.0,1,Chennai,Super Area
2.0,12000.0,939.0,2.0,1,Chennai,Super Area
3.0,10000.0,1200.0,3.0000000000000004,2,Chennai,Carpet Area
2.0,20000.0,1800.0,2.0,1,Chennai,Super Area
3.0,15000.0,1200.0,2.0,2,Chennai,Carpet Area
2.0,28000.0,1200.0,2.0,1,Chennai,Super Area
3.0,10000.0,1750.0,3.0000000000000004,1,Chennai,Super Area
1.0,3500.0000000000005,300.0,1.0,1,Chennai,Super Area
1.0,8000.0,650.0,1.0,2,Chennai,Carpet Area
2.0,13500.0,950.0,2.0,1,Chennai,Super Area
3.0,36000.0,1610.0,3.0000000000000004,1,Chennai,Super Area
2.0,15000.0,900.0,2.0,1,Chennai,Super Area
1.0,5000.0,550.0,1.0,2,Chennai,Carpet Area
2.0,10000.0,700.0,2.0,1,Chennai,Super Area
2.0,10000.0,800.0,2.0,1,Chennai,Super Area
2.0,8499.999999999998,580.0,2.0,1,Chennai,Super Area
2.0,11000.0,950.0,2.0,1,Chennai,Super Area
1.0,8000.0,700.0,1.0,2,Chennai,Carpet Area
2.0,12000.0,600.0,1.0,1,Chennai,Super Area
1.0,5000.0,200.0,1.0,1,Chennai,Super Area
1.0,7000.0,600.0,1.0,1,Chennai,Super Area
2.0,15000.0,550.0,2.0,1,Chennai,Super Area
1.0,10000.0,600.0,1.0,1,Chennai,Super Area
3.0,37500.0,1680.0,3.0000000000000004,1,Chennai,Super Area
2.0,7000.0,1100.0,2.0,2,Chennai,Carpet Area
1.0,6500.0,600.0,1.0,1,Chennai,Super Area
2.0,16000.0,820.0,2.0,2,Chennai,Carpet Area
3.0,33999.99999999999,1125.0,3.0000000000000004,2,Chennai,Carpet Area
2.0,11500.0,973.0,2.0,2,Chennai,Carpet Area
2.0,15000.0,780.0,1.0,1,Chennai,Super Area
1.0,8000.0,400.0,1.0,1,Chennai,Super Area
4.0,67500.0,2175.0,3.4999999999999996,1,Chennai,Super Area
2.0,22000.0,1000.0,2.0,2,Chennai,Carpet Area
3.0,67500.0,2175.0,3.0000000000000004,2,Chennai,Carpet Area
1.0,6000.0,350.0,1.0,1,Chennai,Super Area
2.0,14000.0,800.0,2.0,2,Chennai,Carpet Area
2.0,11500.0,700.0,2.0,1,Chennai,Super Area
1.0,6000.0,550.0,1.0,1,Chennai,Super Area
3.0,24000.0,2100.0,3.4999999999999996,1,Chennai,Super Area
3.0,32000.0,1700.0,3.0000000000000004,1,Chennai,Super Area
3.0,16000.0,1420.0,2.0,2,Chennai,Carpet Area
2.0,13000.0,950.0,2.0,2,Chennai,Carpet Area
2.0,14000.0,780.0,2.0,1,Chennai,Super Area
1.0,7500.0,800.0,1.0,2,Chennai,Carpet Area
2.0,10000.0,500.0,1.0,1,Chennai,Super Area
2.0,18500.0,1000.0,2.0,1,Chennai,Super Area
2.0,12000.0,750.0,2.0,1,Chennai,Super Area
2.0,16999.999999999996,1200.0,2.0,2,Chennai,Carpet Area
3.0,35000.0,1152.0000000000002,3.0000000000000004,2,Chennai,Carpet Area
2.0,9000.0,843.0,2.0,1,Chennai,Super Area
2.0,13000.0,900.0,2.0,1,Chennai,Super Area
2.0,27999.0,1250.0,2.0,2,Chennai,Carpet Area
2.0,11000.0,650.0,2.0,1,Chennai,Super Area
4.0,67500.0,2175.0,3.4999999999999996,2,Chennai,Carpet Area
1.0,12000.0,700.0,1.0,1,Chennai,Super Area
2.0,13000.0,720.0,2.0,2,Chennai,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,2,Chennai,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,2,Chennai,Carpet Area
2.0,22999.0,1144.0,2.0,2,Chennai,Carpet Area
3.0,36000.0,1750.0,3.0000000000000004,2,Chennai,Carpet Area
3.0,67500.0,1450.0,2.0,1,Chennai,Super Area
2.0,12500.0,590.0,1.0,1,Chennai,Super Area
2.0,18000.0,900.0,2.0,1,Chennai,Super Area
2.0,10000.0,800.0,1.0,1,Chennai,Super Area
2.0,18000.0,1000.0,2.0,1,Chennai,Super Area
3.0,37000.0,1650.0,3.0000000000000004,1,Chennai,Super Area
2.0,18000.0,700.0,2.0,2,Chennai,Carpet Area
3.0,25000.0,1280.0,2.0,1,Chennai,Super Area
2.0,10000.0,700.0,2.0,1,Chennai,Super Area
2.0,15000.0,980.0,2.0,1,Chennai,Super Area
2.0,15000.0,900.0,2.0,2,Chennai,Carpet Area
1.0,9000.0,450.0,1.0,1,Chennai,Super Area
2.0,14000.0,1200.0,2.0,1,Chennai,Super Area
2.0,8499.999999999998,650.0,2.0,1,Chennai,Super Area
3.0,35000.0,1903.0000000000002,3.0000000000000004,1,Chennai,Super Area
2.0,10000.0,650.0,1.0,1,Chennai,Super Area
1.0,5000.0,450.0,1.0,2,Chennai,Carpet Area
2.0,23000.0,900.0,2.0,2,Chennai,Carpet Area
2.0,15000.0,550.0,1.0,1,Chennai,Super Area
2.0,18500.0,750.0,2.0,1,Chennai,Super Area
2.0,28000.0,1000.0,2.0,1,Chennai,Super Area
3.0,32000.0,1050.0,3.0000000000000004,2,Chennai,Carpet Area
1.0,14000.0,650.0,2.0,2,Chennai,Carpet Area
1.0,7000.0,400.0,1.0,1,Chennai,Super Area
3.0,33000.0,1075.0,3.0000000000000004,2,Chennai,Carpet Area
3.0,67500.0,2000.0,3.0000000000000004,2,Chennai,Carpet Area
2.0,18000.0,720.0,2.0,1,Chennai,Super Area
3.0,16000.0,1000.0,2.0,2,Chennai,Carpet Area
1.0,8499.999999999998,500.0,1.0,1,Chennai,Super Area
2.0,10000.0,900.0,2.0,1,Chennai,Super Area
2.0,13500.0,900.0,2.0,1,Chennai,Super Area
2.0,19000.0,900.0,2.0,1,Chennai,Super Area
1.0,11500.0,1000.0,2.0,1,Chennai,Super Area
3.0,22000.0,1300.0,3.0000000000000004,1,Chennai,Super Area
3.0,12000.0,1383.0,3.0000000000000004,1,Chennai,Super Area
2.0,10000.0,800.0,2.0,2,Chennai,Carpet Area
2.0,15000.0,1500.0,2.0,2,Chennai,Carpet Area
3.0,35000.0,1350.0,2.0,2,Chennai,Carpet Area
3.0,67500.0,2000.0,3.0000000000000004,2,Chennai,Carpet Area
3.0,32000.0,1200.0,2.0,2,Chennai,Carpet Area
3.0,35000.0,1912.0,3.0000000000000004,2,Chennai,Carpet Area
1.0,10000.0,500.0,1.0,2,Chennai,Carpet Area
2.0,11000.0,950.0,2.0,1,Chennai,Super Area
2.0,12000.0,1000.0,2.0,2,Chennai,Carpet Area
3.0,40000.0,1600.0,3.0000000000000004,2,Chennai,Carpet Area
2.0,8000.0,900.0,2.0,1,Chennai,Super Area
3.0,20000.0,1265.0,2.0,1,Chennai,Super Area
3.0,12000.0,1060.0,2.0,1,Chennai,Super Area
2.0,15000.0,1050.0,2.0,1,Chennai,Super Area
3.0,27000.0,1500.0,3.0000000000000004,2,Chennai,Carpet Area
2.0,13000.0,890.0,2.0,2,Chennai,Carpet Area
2.0,9000.0,700.0,3.0000000000000004,2,Chennai,Carpet Area
3.0,25000.0,1146.0,2.0,2,Chennai,Carpet Area
1.0,12000.0,700.0,1.0,1,Chennai,Super Area
2.0,18000.0,800.0,2.0,2,Chennai,Carpet Area
2.0,9500.0,640.0,2.0,2,Chennai,Carpet Area
2.0,14000.0,909.0000000000001,2.0,1,Chennai,Super Area
4.0,40000.0,2175.0,3.0000000000000004,2,Chennai,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,2,Chennai,Carpet Area
2.0,15000.0,400.0,2.0,1,Chennai,Super Area
2.0,8499.999999999998,886.0,2.0,1,Chennai,Super Area
3.0,27500.0,1570.0,3.0000000000000004,1,Chennai,Super Area
2.0,15000.0,900.0,2.0,1,Chennai,Super Area
1.0,5000.0,400.0,1.0,1,Chennai,Super Area
2.0,26000.0,1600.0,2.0,1,Chennai,Super Area
2.0,14000.0,1000.0,2.0,1,Chennai,Super Area
2.0,20000.0,850.0,2.0,1,Chennai,Super Area
2.0,12000.0,750.0,2.0,1,Chennai,Super Area
2.0,16999.999999999996,750.0,2.0,1,Chennai,Super Area
3.0,67500.0,2000.0,3.0000000000000004,2,Chennai,Carpet Area
3.0,19500.0,1270.0,2.0,1,Chennai,Super Area
2.0,10000.0,2000.0,2.0,2,Chennai,Carpet Area
2.0,32000.0,1250.0,2.0,1,Chennai,Super Area
2.0,15000.0,1000.0,2.0,1,Chennai,Super Area
3.0,28000.0,1050.0,3.0000000000000004,2,Chennai,Carpet Area
2.0,10677.0,800.0,2.0,1,Chennai,Super Area
3.0,50000.0,1625.0,3.0000000000000004,1,Chennai,Super Area
3.0,32500.0,1535.0,3.0000000000000004,1,Chennai,Super Area
2.0,23000.0,850.0,2.0,2,Chennai,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,5,Hyderabad,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,5,Hyderabad,Carpet Area
2.0,10000.0,1100.0,2.0,4,Hyderabad,Super Area
3.0,60000.0,2175.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,12000.0,647.0,1.0,4,Hyderabad,Super Area
3.0,48000.0,1798.0,3.0000000000000004,4,Hyderabad,Super Area
3.0,58000.0,1700.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,14000.0,930.0,2.0,4,Hyderabad,Super Area
1.0,7000.0,150.0,1.0,4,Hyderabad,Super Area
2.0,13000.0,1200.0,2.0,4,Hyderabad,Super Area
2.0,11000.0,1250.0,2.0,4,Hyderabad,Super Area
2.0,9500.0,900.0,2.0,4,Hyderabad,Super Area
1.0,7500.0,500.0,1.0,4,Hyderabad,Super Area
2.0,14000.0,900.0,2.0,5,Hyderabad,Carpet Area
2.0,16000.0,1100.0,2.0,4,Hyderabad,Super Area
3.0,18000.0,1500.0,3.0000000000000004,4,Hyderabad,Super Area
1.0,8200.0,500.0,1.0,4,Hyderabad,Super Area
3.0,12000.0,1300.0,3.0000000000000004,5,Hyderabad,Carpet Area
1.0,10000.0,300.0,1.0,4,Hyderabad,Super Area
2.0,13000.0,800.0,2.0,4,Hyderabad,Super Area
3.0,22000.0,1400.0,2.0,5,Hyderabad,Carpet Area
1.0,10500.0,500.0,1.0,4,Hyderabad,Super Area
2.0,11000.0,750.0,2.0,4,Hyderabad,Super Area
3.0,20000.0,1200.0,3.0000000000000004,4,Hyderabad,Super Area
3.0,14000.0,1350.0,2.0,5,Hyderabad,Carpet Area
2.0,12500.0,1400.0,2.0,4,Hyderabad,Super Area
1.0,10500.0,450.0,1.0,4,Hyderabad,Super Area
3.0,30000.0,2061.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,11000.0,100.0,2.0,4,Hyderabad,Super Area
2.0,9000.0,1100.0,2.0,4,Hyderabad,Super Area
3.0,35000.0,1650.0,3.0000000000000004,5,Hyderabad,Carpet Area
3.0,23382.0,1500.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,9500.0,1140.0,2.0,4,Hyderabad,Super Area
2.0,9000.0,990.0,2.0,4,Hyderabad,Super Area
3.0,60000.0,1700.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,11000.0,1200.0,2.0,4,Hyderabad,Super Area
2.0,11000.0,850.0,2.0,4,Hyderabad,Super Area
2.0,11000.0,900.0,2.0,4,Hyderabad,Super Area
2.0,8000.0,800.0,2.0,4,Hyderabad,Super Area
2.0,9000.0,1000.0,2.0,4,Hyderabad,Super Area
2.0,8000.0,1020.0,2.0,4,Hyderabad,Super Area
1.0,5500.0,300.0,1.0,4,Hyderabad,Super Area
2.0,12000.0,1800.0,2.0,4,Hyderabad,Super Area
3.0,25000.0,919.0,2.0,5,Hyderabad,Carpet Area
3.0,23000.0,25.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,12000.0,1050.0,2.0,4,Hyderabad,Super Area
2.0,6500.0,200.0,2.0,5,Hyderabad,Carpet Area
1.0,9000.0,450.0,1.0,4,Hyderabad,Super Area
4.0,25000.0,1000.0,3.0000000000000004,4,Hyderabad,Super Area
3.0,12500.0,1250.0,2.0,5,Hyderabad,Carpet Area
3.0,45000.0,1900.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,27000.0,1500.0,2.0,4,Hyderabad,Super Area
3.0,67500.0,2175.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,9000.0,1800.0,2.0,4,Hyderabad,Super Area
2.0,12000.0,700.0,2.0,5,Hyderabad,Carpet Area
3.0,24000.0,1700.0,2.0,4,Hyderabad,Super Area
2.0,15000.0,1200.0,2.0,4,Hyderabad,Super Area
3.0,24000.0,1600.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,12000.0,745.0,2.0,4,Hyderabad,Super Area
3.0,27000.0,2175.0,3.0000000000000004,4,Hyderabad,Super Area
3.0,30000.0,1450.0,3.0000000000000004,5,Hyderabad,Carpet Area
3.0,20000.0,1400.0,3.0000000000000004,4,Hyderabad,Super Area
3.0,22000.0,2000.0,3.0000000000000004,5,Hyderabad,Carpet Area
4.0,25000.0,1815.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,23000.0,1000.0,1.0,4,Hyderabad,Super Area
2.0,12000.0,1000.0,2.0,4,Hyderabad,Super Area
2.0,18000.0,1200.0,3.0000000000000004,4,Hyderabad,Super Area
3.0,55000.0,2175.0,3.0000000000000004,4,Hyderabad,Super Area
1.0,5000.0,140.0,1.0,4,Hyderabad,Super Area
2.0,13000.0,1200.0,2.0,4,Hyderabad,Super Area
2.0,9000.0,1100.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,7000.0,800.0,2.0,5,Hyderabad,Carpet Area
3.0,28000.0,1500.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,15000.0,1200.0,2.0,4,Hyderabad,Super Area
3.0,14000.0,1350.0,3.0000000000000004,4,Hyderabad,Super Area
4.5,45000.0,2175.0,3.0000000000000004,5,Hyderabad,Carpet Area
1.0,12000.0,1300.0,2.0,4,Hyderabad,Super Area
2.0,12500.0,1000.0,2.0,4,Hyderabad,Super Area
2.0,13000.0,1210.0,2.0,4,Hyderabad,Super Area
2.0,9500.0,1050.0,2.0,4,Hyderabad,Super Area
3.0,35000.0,1600.0,3.0000000000000004,5,Hyderabad,Carpet Area
1.0,4000.0000000000005,300.0,1.0,4,Hyderabad,Super Area
1.0,8000.0,300.0,1.0,4,Hyderabad,Super Area
2.0,12500.0,1010.0,2.0,5,Hyderabad,Carpet Area
3.0,65000.0,1850.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,13000.0,1300.0,2.0,5,Hyderabad,Carpet Area
2.0,12500.0,1100.0,2.0,5,Hyderabad,Carpet Area
3.0,45000.0,2175.0,3.0000000000000004,5,Hyderabad,Carpet Area
1.0,6000.0,500.0,1.0,4,Hyderabad,Built Area
3.0,50000.0,2175.0,3.0000000000000004,4,Hyderabad,Super Area
3.0,40000.0,1900.0,3.0000000000000004,5,Hyderabad,Carpet Area
3.0,30000.0,1600.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,7000.0,800.0,1.0,4,Hyderabad,Super Area
3.0,25000.0,1600.0,3.0000000000000004,4,Hyderabad,Super Area
1.0,9000.0,500.0,1.0,4,Hyderabad,Super Area
3.0,16000.0,1500.0,3.0000000000000004,5,Hyderabad,Carpet Area
1.0,10500.0,650.0,1.0,4,Hyderabad,Super Area
4.0,67500.0,2175.0,3.4999999999999996,5,Hyderabad,Carpet Area
2.0,9000.0,1200.0,2.0,4,Hyderabad,Super Area
2.0,11000.0,800.0,2.0,4,Hyderabad,Super Area
3.0,24000.0,1200.0,3.4999999999999996,4,Hyderabad,Super Area
2.0,12000.0,1000.0,1.0,4,Hyderabad,Super Area
2.0,20000.0,1600.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,24000.0,1200.0,2.0,5,Hyderabad,Carpet Area
2.0,12000.0,1100.0,2.0,4,Hyderabad,Super Area
3.0,12000.0,1250.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,10000.0,1100.0,2.0,5,Hyderabad,Carpet Area
2.0,45000.0,1600.0,2.0,4,Hyderabad,Super Area
2.0,22000.0,1000.0,2.0,4,Hyderabad,Super Area
1.0,6500.0,455.0,1.0,4,Hyderabad,Super Area
3.0,40000.0,1473.0,2.0,4,Hyderabad,Super Area
4.5,67500.0,2175.0,3.4999999999999996,4,Hyderabad,Super Area
1.0,4000.0000000000005,400.0,1.0,4,Hyderabad,Super Area
2.0,12000.0,1300.0,2.0,4,Hyderabad,Super Area
4.0,27000.0,2175.0,3.4999999999999996,5,Hyderabad,Carpet Area
1.0,10000.0,500.0,1.0,4,Hyderabad,Super Area
2.0,10000.0,200.0,1.0,4,Hyderabad,Super Area
2.0,10000.0,1200.0,2.0,4,Hyderabad,Super Area
3.0,18000.0,1950.0,3.0000000000000004,4,Hyderabad,Super Area
1.0,14500.0,500.0,1.0,5,Hyderabad,Carpet Area
1.0,9000.0,500.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,14000.0,1150.0,2.0,4,Hyderabad,Super Area
2.0,18000.0,242.0,2.0,4,Hyderabad,Super Area
2.0,9500.0,720.0,2.0,5,Hyderabad,Carpet Area
3.0,49000.0,1800.0,3.0000000000000004,4,Hyderabad,Super Area
1.0,9000.0,450.0,1.0,4,Hyderabad,Super Area
2.0,67500.0,130.0,2.0,4,Hyderabad,Super Area
2.0,8000.0,690.0,2.0,4,Hyderabad,Super Area
2.0,13000.0,1000.0,2.0,4,Hyderabad,Super Area
3.0,18000.0,1500.0,2.0,4,Hyderabad,Super Area
3.0,18000.0,1150.0,3.0000000000000004,4,Hyderabad,Super Area
3.0,32000.0,1783.0,2.0,4,Hyderabad,Super Area
2.0,15000.0,900.0,2.0,4,Hyderabad,Super Area
3.0,35000.0,1725.0,3.0000000000000004,4,Hyderabad,Super Area
1.0,6000.0,680.0,1.0,5,Hyderabad,Carpet Area
1.0,9000.0,550.0,1.0,4,Hyderabad,Super Area
2.0,9500.0,1290.0,2.0,4,Hyderabad,Super Area
2.0,12500.0,1450.0,2.0,4,Hyderabad,Super Area
2.0,25000.0,1300.0,2.0,4,Hyderabad,Super Area
2.0,15000.0,1450.0,2.0,4,Hyderabad,Super Area
3.0,38000.0,1496.0,2.0,5,Hyderabad,Carpet Area
3.0,20000.0,1850.0,2.0,4,Hyderabad,Super Area
3.0,15000.0,1600.0,3.0000000000000004,5,Hyderabad,Carpet Area
3.0,67500.0,2175.0,3.0000000000000004,5,Hyderabad,Carpet Area
3.0,27000.0,1850.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,16000.0,1210.0,2.0,4,Hyderabad,Super Area
2.0,13000.0,1400.0,2.0,4,Hyderabad,Super Area
2.0,10000.0,950.0,2.0,4,Hyderabad,Super Area
2.0,10000.0,878.0,2.0,4,Hyderabad,Super Area
2.0,16999.999999999996,875.0,2.0,4,Hyderabad,Super Area
2.0,12500.0,300.0,2.0,4,Hyderabad,Super Area
3.0,25000.0,1800.0,3.0000000000000004,4,Hyderabad,Super Area
3.0,35000.0,1956.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,12000.0,800.0,1.0,4,Hyderabad,Super Area
2.0,12000.0,1175.0,2.0,4,Hyderabad,Super Area
2.0,15000.0,1080.0,2.0,4,Hyderabad,Super Area
3.0,45000.0,1955.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,20000.0,950.0,2.0,4,Hyderabad,Super Area
2.0,15000.0,800.0,2.0,4,Hyderabad,Super Area
2.0,10000.0,1090.0,2.0,4,Hyderabad,Super Area
3.0,15000.0,1450.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,19800.0,1070.0,2.0,5,Hyderabad,Carpet Area
2.0,8499.999999999998,59.99999999999999,2.0,4,Hyderabad,Super Area
4.0,67500.0,2175.0,3.4999999999999996,5,Hyderabad,Carpet Area
1.0,8499.999999999998,900.0,1.0,5,Hyderabad,Carpet Area
1.0,4500.0,59.99999999999999,1.0,4,Hyderabad,Super Area
2.0,9000.0,600.0,2.0,4,Hyderabad,Super Area
1.0,13000.0,750.0,1.0,5,Hyderabad,Carpet Area
2.0,18000.0,900.0,2.0,4,Hyderabad,Super Area
3.0,26000.0,1800.0,3.0000000000000004,5,Hyderabad,Carpet Area
1.0,16999.999999999996,470.0,1.0,4,Hyderabad,Super Area
2.0,9000.0,720.0,2.0,4,Hyderabad,Super Area
1.0,8000.0,450.0,1.0,4,Hyderabad,Super Area
2.0,10000.0,600.0,2.0,4,Hyderabad,Super Area
2.0,12000.0,1100.0,2.0,4,Hyderabad,Super Area
2.0,14000.0,1300.0,2.0,4,Hyderabad,Super Area
2.0,25000.0,1500.0,2.0,4,Hyderabad,Super Area
2.0,22000.0,1200.0,2.0,4,Hyderabad,Super Area
4.0,45000.0,2175.0,3.4999999999999996,4,Hyderabad,Super Area
3.0,20000.0,2000.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,16000.0,800.0,2.0,4,Hyderabad,Super Area
3.0,35000.0,1000.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,15000.0,1200.0,2.0,4,Hyderabad,Super Area
1.0,5500.0,400.0,1.0,4,Hyderabad,Super Area
3.0,35000.0,1250.0,2.0,5,Hyderabad,Carpet Area
1.0,14000.0,700.0,1.0,5,Hyderabad,Carpet Area
2.0,25000.0,1100.0,2.0,4,Hyderabad,Super Area
4.0,36000.0,2050.0,2.0,4,Hyderabad,Super Area
2.0,20000.0,1428.0,2.0,4,Hyderabad,Super Area
3.0,30000.0,1700.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,12000.0,1140.0,2.0,4,Hyderabad,Super Area
2.0,16000.0,1000.0,2.0,4,Hyderabad,Super Area
2.0,13000.0,1160.0,2.0,4,Hyderabad,Super Area
3.0,22000.0,2175.0,2.0,5,Hyderabad,Carpet Area
1.0,15000.0,450.0,1.0,4,Hyderabad,Super Area
3.0,14000.0,1540.0,2.0,4,Hyderabad,Super Area
2.0,8000.0,1000.0,2.0,4,Hyderabad,Super Area
3.0,57000.0,1417.0,3.0000000000000004,5,Hyderabad,Carpet Area
3.0,1200.0,2100.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,8000.0,550.0,1.0,5,Hyderabad,Carpet Area
3.0,15000.0,1600.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,16999.999999999996,1200.0,2.0,4,Hyderabad,Super Area
2.0,12000.0,500.0,2.0,4,Hyderabad,Super Area
3.0,25000.0,1300.0,2.0,5,Hyderabad,Carpet Area
2.0,13000.0,600.0,1.0,4,Hyderabad,Super Area
3.0,35000.0,1565.0,3.0000000000000004,5,Hyderabad,Carpet Area
1.0,6500.0,350.0,1.0,4,Hyderabad,Super Area
2.0,11000.0,1100.0,2.0,4,Hyderabad,Super Area
2.0,25000.0,1200.0,2.0,4,Hyderabad,Super Area
3.0,35000.0,2000.0,3.0000000000000004,4,Hyderabad,Super Area
3.0,27000.0,2175.0,3.0000000000000004,4,Hyderabad,Super Area
3.0,18000.0,1400.0,3.0000000000000004,4,Hyderabad,Super Area
3.0,20000.0,1950.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,8499.999999999998,130.0,2.0,5,Hyderabad,Carpet Area
2.0,14000.0,1300.0,2.0,4,Hyderabad,Super Area
3.0,35000.0,1675.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,16000.0,1135.0000000000002,2.0,4,Hyderabad,Super Area
3.0,20000.0,1800.0,2.0,4,Hyderabad,Super Area
3.0,18000.0,1400.0,3.0000000000000004,4,Hyderabad,Super Area
4.0,67500.0,2175.0,3.4999999999999996,5,Hyderabad,Carpet Area
2.0,10000.0,950.0,2.0,4,Hyderabad,Super Area
2.0,12000.0,650.0,2.0,4,Hyderabad,Super Area
1.0,5300.0,100.0,1.0,5,Hyderabad,Carpet Area
2.0,11000.0,950.0,2.0,5,Hyderabad,Carpet Area
2.0,12000.0,1000.0,2.0,5,Hyderabad,Carpet Area
2.0,12000.0,900.0,1.0,5,Hyderabad,Carpet Area
3.0,20000.0,1800.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,13000.0,1000.0,2.0,4,Hyderabad,Super Area
3.0,22000.0,1800.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,15000.0,1000.0,2.0,4,Hyderabad,Super Area
1.0,5400.0,450.0,1.0,4,Hyderabad,Super Area
3.0,16500.0,1771.0,3.0000000000000004,4,Hyderabad,Super Area
2.0,12000.0,1150.0,2.0,5,Hyderabad,Carpet Area
2.0,8499.999999999998,1000.0,2.0,4,Hyderabad,Super Area
2.0,14000.0,1050.0,2.0,5,Hyderabad,Carpet Area
3.0,15000.0,1500.0,2.0,5,Hyderabad,Carpet Area
2.0,6000.0,750.0,2.0,4,Hyderabad,Super Area
2.0,14000.0,1100.0,2.0,4,Hyderabad,Super Area
2.0,15000.0,800.0,2.0,4,Hyderabad,Super Area
3.0,37000.0,150.0,3.0000000000000004,5,Hyderabad,Carpet Area
1.0,6500.0,750.0,1.0,4,Hyderabad,Super Area
2.0,10000.0,600.0,1.0,4,Hyderabad,Super Area
2.0,12000.0,1080.0,2.0,4,Hyderabad,Super Area
2.0,12000.0,1100.0,2.0,4,Hyderabad,Super Area
2.0,9000.0,750.0,2.0,4,Hyderabad,Super Area
3.0,60000.0,2175.0,3.4999999999999996,4,Hyderabad,Super Area
2.0,18000.0,1248.0,2.0,5,Hyderabad,Carpet Area
2.0,14000.0,1110.0,2.0,5,Hyderabad,Carpet Area
3.0,50000.0,2175.0,3.0000000000000004,5,Hyderabad,Carpet Area
2.0,16999.999999999996,1000.0,2.0,5,Hyderabad,Carpet Area
2.0,9000.0,800.0,2.0,4,Hyderabad,Super Area
4.0,67500.0,2175.0,3.4999999999999996,4,Hyderabad,Super Area
1.0,7500.0,500.0,1.0,4,Hyderabad,Super Area
2.0,14000.0,950.0,2.0,5,Hyderabad,Carpet Area
2.0,14000.0,1374.0000000000002,2.0,4,Hyderabad,Super Area
1.0,10000.0,1300.0,1.0,5,Hyderabad,Carpet Area
